date,item_name,quantity,revenue
2026-07-31,Fries,263,1052.00
2026-07-31,Wings,143,1573.00
2026-07-31,Caesar Salad,49,416.50
2026-07-31,Milkshake,92,506.00
2026-07-31,Soda,306,765.00
2026-08-01,Cheeseburger,194,1843.00
2026-08-01,Chicken Sandwich,122,1220.00
2026-08-01,Veggie Burger,32,288.00
2026-08-01,Fries,265,1060.00
2026-08-01,Wings,148,1628.00
2026-08-01,Caesar Salad,57,484.50
2026-08-01,Milkshake,94,517.00
2026-08-01,Soda,308,770.00
2026-08-02,Cheeseburger,137,1301.50
2026-08-02,Chicken Sandwich,97,970.00
2026-08-02,Veggie Burger,27,243.00
2026-08-02,Fries,257,1028.00
2026-08-02,Wings,94,1034.00
2026-08-02,Caesar Salad,36,306.00
2026-08-02,Milkshake,77,423.50
2026-08-02,Soda,183,457.50
2026-08-03,Cheeseburger,98,931.00
2026-08-03,Chicken Sandwich,55,550.00
2026-08-03,Veggie Burger,16,144.00
2026-08-03,Fries,147,588.00
2026-08-03,Wings,45,495.00
2026-08-03,Caesar Salad,31,263.50
2026-08-03,Milkshake,36,198.00
2026-08-03,Soda,151,377.50
2026-08-04,Cheeseburger,90,855.00
2026-08-04,Chicken Sandwich,65,650.00
2026-08-04,Veggie Burger,20,180.00
2026-08-04,Fries,174,696.00
2026-08-04,Wings,65,715.00
2026-08-04,Caesar Salad,31,263.50
2026-08-04,Milkshake,49,269.50
2026-08-04,Soda,160,400.00
2026-08-05,Cheeseburger,96,912.00
2026-08-05,Chicken Sandwich,33,330.00
2026-08-05,Veggie Burger,22,198.00
2026-08-05,Fries,146,584.00
2026-08-05,Wings,65,715.00
2026-08-05,Caesar Salad,31,263.50
2026-08-05,Milkshake,50,275.00
2026-08-05,Soda,129,322.50
2026-08-06,Cheeseburger,139,1320.50
2026-08-06,Chicken Sandwich,79,790.00
2026-08-06,Veggie Burger,24,216.00
2026-08-06,Fries,202,808.00
2026-08-06,Wings,78,858.00
2026-08-06,Caesar Salad,34,289.00
2026-08-06,Milkshake,57,313.50
2026-08-06,Soda,152,380.00
2026-08-07,Cheeseburger,183,1738.50
2026-08-07,Chicken Sandwich,129,1290.00
2026-08-07,Veggie Burger,33,297.00
2026-08-07,Fries,211,844.00
2026-08-07,Wings,142,1562.00
2026-08-07,Caesar Salad,45,382.50
2026-08-07,Milkshake,81,445.50
2026-08-07,Soda,204,510.00
2026-08-08,Cheeseburger,163,1548.50
2026-08-08,Chicken Sandwich,118,1180.00
2026-08-08,Veggie Burger,39,351.00
2026-08-08,Fries,377,1508.00
2026-08-08,Wings,169,1859.00
2026-08-08,Caesar Salad,46,391.00
2026-08-08,Milkshake,94,517.00
2026-08-08,Soda,354,885.00
